342, lembrar, v, to remember, Eu não consigo **lembrar** onde coloquei minhas chaves, I can't **remember** where I put my keys.
343, representar, v, to represent, Este símbolo **representa** a paz, This symbol **represents** peace.
344, negócio, nm, business, Ele é muito bom em **negócios**, He's very good at **business**.
345, via, nf, way, Há mais de uma **via** para resolver este problema, There is more than one **way** to solve this problem.
346, semana, nf, week, Eu trabalho cinco dias por **semana**, I work five days a **week**.
347, luz, nf, light, Precisamos de mais **luz** neste quarto, We need more **light** in this room.
348, contrário, na, opposite, Ela tem uma opinião **contrária** à minha, She has an **opposite** opinion to mine.
349, bastante, av, quite, Esta tarefa é **bastante** difícil, This task is **quite** difficult.
350, pessoal, na, personal, Isso é um assunto **pessoal**, This is a **personal** matter.
351, realidade, nf, reality, Às vezes a **realidade** supera a ficção, Sometimes **reality** surpasses fiction.
352, explicar, v, to explain, Ele vai **explicar** o procedimento para você, He will **explain** the procedure to you.
353, mal, av, badly, Ele se sentia **mal** depois de comer tanto, He felt **badly** after eating so much.
354, militar, na, military, Ele serviu no exército **militar**, He served in the **military** army.
355, seis, num, six, Eu tenho **seis** irmãos, I have **six** siblings.
356, empresa, nf, company, Ela trabalha para uma grande **empresa** de tecnologia, She works for a large **technology** company.
357, pé, nm, foot, Meu cachorro machucou a pata traseira **direita**, My dog hurt his **right** hind **foot**.
358, perceber, v, to perceive, Eu pude **perceber** que algo estava errado, I could **perceive** that something was wrong.
359, ajudar, v, to help, Posso **ajudar** em alguma coisa?, Can I **help** with anything?
360, ordem, nf, order, As coisas estão fora de **ordem** aqui, Things are out of **order** here.
361, defender, v, to defend, Ele sempre vai **defender** os seus amigos, He will always **defend** his friends.
362, ocorrer, v, to occur, O acidente **ocorreu** na rua principal, The accident **occurred** on the main street.
363, principal, aj, main, Este é o motivo **principal** da nossa reunião, This is the **main** reason for our meeting.
364, assunto, nm, subject, Temos que discutir este **assunto** mais tarde, We have to discuss this **subject** later.
365, passo, nm, step, O primeiro **passo** é reconhecer o problema, The first **step** is to acknowledge the problem.
366, portanto, cj, therefore, Ele está ocupado; **portanto** não podemos incomodá-lo agora, He's busy; **therefore** we can't bother him now.
367, actividade, nf, activity, Ela gosta de participar de **atividades** ao ar livre, She enjoys participating in outdoor **activities**.
368, aceitar, v, to accept, Eu não posso **aceitar** essa desculpa, I can't **accept** that excuse.
369, direcção, nf, direction, Ele tomou a **direcção** errada e se perdeu, He took the wrong **direction** and got lost.
370, necessidade, nf, necessity, É uma **necessidade** básica para a sobrevivência, It's a basic **necessity** for survival.
371, dez, num, ten, Ele completou **dez** anos de serviço na empresa, He completed **ten** years of service in the company.
372, ministro, nm, minister, Ele é o **ministro** das finanças do país, He is the country's **finance minister**.
373, qualidade, nf, quality, Este produto tem uma excelente **qualidade**, This product has excellent **quality**.
374, realizar, v, to carry out, Ele vai **realizar** a tarefa conforme instruído, He will **carry out** the task as instructed.
375, função, nf, function, A sua **função** é garantir que tudo esteja funcionando corretamente, His **function** is to ensure that everything is working properly.
376, olho, nm, eye, Tenho uma dor no **olho** esquerdo, I have a pain in my **left** eye.
377, respeito, nm, respect, Devemos tratar os outros com **respeito**, We should treat others with **respect**.
378, tirar, v, to take/remove, Ele teve que **tirar** a roupa molhada, He had to **take off** the wet clothes.
379, cima, nf, top, O gato subiu até o **topo** da árvore, The cat climbed to the **top** of the tree.
380, mar, nm, sea, Eles foram nadar no **mar** pela primeira vez, They went swimming in the **sea** for the first time.
381, natural, aj, natural, É **natural** se sentir nervoso antes de uma entrevista, It's **natural** to feel nervous before an interview.
382, costa, nf, coast, Eles moram perto da **costa** do oceano, They live near the ocean **coast**.
383, peça, nf, piece, Ela perdeu uma **peça** do quebra-cabeça, She lost a **piece** of the puzzle.
384, área, nf, area, Esta **área** é conhecida por sua beleza natural, This **area** is known for its natural beauty.
385, lançar, v, to launch, A empresa está prestes a **lançar** seu novo produto, The company is about to **launch** its new product.
386, preço, nm, price, O **preço** do petróleo está aumentando, The **price** of oil is rising.
387, correr, v, to run, Ela gosta de **correr** todas as manhãs, She likes to **run** every morning.
388, experiência, nf, experience, Ele tem muita **experiência** no campo da tecnologia, He has a lot of **experience** in the field of technology.
389, norte, nm, north, Eles viajaram para o **norte** para escapar do calor, They traveled to the **north** to escape the heat.
390, princípio, nm, principle, Ele tem fortes **princípios** morais, He has strong moral **principles**.
391, autor, nm, author, Este livro foi escrito por um famoso **autor** brasileiro, This book was written by a famous Brazilian **author**.
392, curso, nm, course, Ele está fazendo um **curso** de inglês online, He's taking an online English **course**.
393, crescer, v, to grow, Ela quer **crescer** e se tornar uma astronauta, She wants to **grow** up and become an astronaut.
394, aumentar, v, to increase, Os preços estão começando a **aumentar** novamente, Prices are starting to **increase** again.
395, decisão, nf, decision, Você precisa tomar uma **decisão** sobre isso, You need to make a **decision** about it.
396, câmara, nf, chamber, Eles se reuniram na **câmara** municipal para discutir o orçamento, They met at the city **chamber** to discuss the budget.
397, andar, v, to walk, Ele gosta de **andar** pelo parque todas as manhãs, He likes to **walk** in the park every morning.
398, sistema, nm, system, Este **sistema** operacional é muito fácil de usar, This operating **system** is very user-friendly.
399, vontade, nf, will, Ele tem uma forte **vontade** de vencer, He has a strong **will** to win.
400, maioria, nf, majority, A **maioria** das pessoas concorda com essa decisão, The **majority** of people agree with that decision.
401, acompanhar, v, to accompany, Ela vai **acompanhar** sua mãe ao médico, She will **accompany** her mother to the doctor.
402, viagem, nf, trip, Eles estão planejando uma **viagem** à Europa no próximo verão, They are planning a **trip** to Europe next summer.
403, senhora, nf, lady, Aquela **senhora** é muito gentil, That **lady** is very kind.
404, aspecto, nm, aspect, Vamos considerar cada **aspecto** do problema, Let's consider every **aspect** of the problem.
405, artista, nc, artist, Ele é um **artista** talentoso, He is a talented **artist**.
406, idade, nf, age, Qual é a sua **idade**?, How old are you?
407, aberto, aj, open, O parque está **aberto** até tarde, The park is **open** until late.
408, conto, nm, tale, Ela contou um **conto** de fadas para as crianças, She told a fairy **tale** to the children.
409, médico, na, doctor, Meu pai é **médico** e minha mãe é enfermeira, My father is a **doctor** and my mother is a nurse.
410, capital, nmf, capital, Lisboa é a **capital** de Portugal, Lisbon is the **capital** of Portugal.
411, sobretudo, av, especially, Eu gosto de música clássica **sobretudo** Beethoven, I like classical music **especially** Beethoven.
412, entanto, av, however, Eu queria ir ao cinema; **entanto** estou ocupado hoje à noite, I wanted to go to the cinema; **however** I'm busy tonight.
413, cultura, nf, culture, A **cultura** brasileira é rica e diversificada, Brazilian **culture** is rich and diverse.
414, escolher, v, to choose, Você pode **escolher** entre estas opções de menu, You can **choose** from these menu options.
415, conhecimento, nm, knowledge, O **conhecimento** é poder, Knowledge is power.
416, responder, v, to answer, Ele vai **responder** às suas perguntas agora, He will **answer** your questions now.
417, pretender, v, to intend, Ele **pretende** viajar pelo mundo depois de se formar, He **intends** to travel the world after graduating.
418, população, nf, population, A **população** mundial está crescendo rapidamente, The world **population** is growing rapidly.
419, estudo, nm, study, Ele está concentrado em seu **estudo** sobre a mente humana, He is focused on his **study** of the human mind.
420, resposta, nf, answer, Qual é a sua **resposta** para essa pergunta difícil?, What is your **answer** to this difficult question?
421, informação, nf, information, Esta é uma fonte confiável de **informação**, This is a reliable source of **information**.
422, comum, aj, common, Este tipo de erro é bastante **comum**, This type of mistake is quite **common**.
423, gostar, v, to like, Eu **gosto** de ler nas horas vagas, I **like** to read in my spare time.
424, superior, aj, superior, A qualidade deste produto é **superior** à dos concorrentes, The quality of this product is **superior** to that of competitors.
425, saúde, nf, health, Devemos priorizar nossa **saúde** e bem-estar, We should prioritize our **health** and well-being.
426, capaz, aj, capable, Ela é muito **capaz** de assumir esse desafio, She is very **capable** of taking on this challenge.
427, porta, nf, door, Feche a **porta** quando sair, Close the **door** when you leave.
428, terceiro, aj, third, Ele ficou em **terceiro** lugar na competição, He came in **third** place in the competition.
429, vender, v, to sell, Eles querem **vender** a casa rapidamente, They want to **sell** the house quickly.
430, república, nf, republic, Portugal é uma **república** democrática, Portugal is a democratic **republic**.
431, matar, v, to kill, Ele jurou nunca mais **matar** outro animal, He vowed never to **kill** another animal again.
432, menor, aj, smaller/younger, Ele é o **menor** de seus irmãos, He is the **youngest** of his siblings.
433, especial, aj, special, Este é um momento **especial** para celebrar, This is a **special** moment to celebrate.
434, sul, nm, south, Eles foram para o **sul** para escapar do frio do inverno, They went to the **south** to escape the winter cold.
435, cinema, nm, cinema, Vamos ao **cinema** assistir ao novo filme, Let's go to the **cinema** to watch the new movie.
436, pena, nf, pity, É uma **pena** que ela não possa vir à festa, It's a **pity** she can't come to the party.
437, cor, nf, color, Qual é a sua **cor** favorita?, What is your favorite **color**?
438, sofrer, v, to suffer, Ele sofreu uma lesão no joelho durante o jogo, He **suffered** a knee injury during the game.
439, estrangeiro, na, foreign, Ele tem amigos em países **estrangeiros**, He has friends in **foreign** countries.
440, ar, nm, air, O **ar** está fresco e limpo nesta montanha, The **air** is fresh and clean in this mountain.
441, carro, nm, car, Ele comprou um **carro** novo no fim de semana, He bought a new **car** over the weekend.
442, igual, aj, equal, Todos os alunos têm **igual** direito à educação, All students have an **equal** right to education.
443, figura, nf, figure, A **figura** no quadro parece familiar, The **figure** in the painting looks familiar.
444, interior, na, interior, Eles decidiram explorar o **interior** do país, They decided to explore the country's **interior**.
445, dificuldade, nf, difficulty, Ela superou todas as **dificuldades** para alcançar o sucesso, She overcame all the **difficulties** to achieve success.
446, decidir, v, to decide, Você precisa **decidir** agora ou mais tarde?, Do you need to **decide** now or later?
447,negro, na, black, Ela está vestida de **preto** para o funeral, She's dressed in **black** for the funeral.
448, compreender, v, to understand, Eu não consigo **compreender** o que você está dizendo, I can't **understand** what you're saying.
449, milhão, num, million, Ele ganhou um **milhão** de dólares na loteria, He won a **million** dollars in the lottery.
450, importância, nf, importance, A **importância** da educação nunca deve ser subestimada, The **importance** of education should never be underestimated.
451, produzir, v, to produce, Esta fábrica **produz** sapatos de alta qualidade, This factory **produces** high-quality shoes.
452, livre, aj, free, Você pode usar este cupom para obter uma aula **livre** de graça, You can use this coupon to get a **free** class for free.
453, rede, nf, network, Eles estão construindo uma nova **rede** de fibra óptica na cidade, They are building a new **network** of fiber optic in the city.
454, efeito, nm, effect, A mudança climática está tendo um grande **efeito** sobre o meio ambiente, Climate change is having a significant **effect** on the environment.
455, fechar, v, to close, Por favor não se esqueça de **fechar** a porta quando sair, Please don't forget to **close** the door when you leave.
456, possibilidade, nf, possibility, Existe uma **possibilidade** de chuva esta tarde, There's a **possibility** of rain this afternoon.
457, oito, num, eight, Havia **oito** pessoas na sala de reuniões, There were **eight** people in the meeting room.
458, principalmente, av, mainly, Ela **principalmente** trabalha como tradutora, She **mainly** works as a translator.
459, quadro, nm, frame, Eles colocaram a foto em um **quadro** bonito, They put the picture in a beautiful **frame**.
460, espírito, nm, spirit, Ela tem um **espírito** aventureiro, She has an adventurous **spirit**.
461, elemento, nm, element, O fogo é um **elemento** natural, Fire is a natural **element**.
462, base, nf, base, A **base** deste bolo é feita de chocolate, The **base** of this cake is made of chocolate.
463, cujo, aj, whose, Este é o homem **cujo** carro foi roubado ontem, This is the man **whose** car was stolen yesterday.
464, transformar, v, to transform, Ela conseguiu **transformar** sua paixão em sua profissão, She managed to **transform** her passion into her profession.
465, comprar, v, to buy, Vou **comprar** algumas frutas no mercado, I'm going to **buy** some fruits at the market.
466, tu, pn, you, O que **tu** queres para o jantar?, What do **you** want for dinner?
467, após, prp, after, Eles saíram do restaurante **após** o jantar, They left the restaurant **after** dinner.
468, filha, nf, daughter, Minha **filha** adora brincar no parque, My **daughter** loves to play in the park.
469, sob, prp, under, O gato estava **sob** a mesa, The cat was **under** the table.
470, referir, v, to refer, Você pode **referir** a este livro para obter mais informações, You can **refer** to this book for more information.
471, pedra, nf, stone, Eles usaram **pedras** para construir uma parede, They used **stones** to build a wall.
472, filme, nm, film, Eles estão assistindo a um **filme** de suspense esta noite, They are watching a suspense **film** tonight.
473, madeira, nf, wood, Esta mesa é feita de **madeira** de lei, This table is made of hardwood **wood**.
474, natureza, nf, nature, A **natureza** ao redor deste lago é espetacular, The **nature** around this lake is spectacular.
475, período, nm, period, O Renascimento foi um **período** importante na história da arte, The Renaissance was an important **period** in art history.
476, presente, na, present, Ela recebeu um belo colar de aniversário como **presente**, She received a beautiful necklace as a birthday **present**.
477, sete, num, seven, Ele tem **sete** anos de idade, He is **seven** years old.
478, recurso, nm, resource, A água é um **recurso** natural essencial, Water is an essential natural **resource**.
479, levantar, v, to raise, Eles querem **levantar** fundos para a caridade, They want to **raise** funds for charity.
480, mandar, v, to send, Ele vai **mandar** o relatório por e-mail, He will **send** the report by email.
481, unido, aj, united, Juntos somos mais fortes e **unidos**, Together we are stronger and **united**.
482, resultado, nm, result, O **resultado** do teste foi positivo, The **result** of the test was positive.
483, preso, na, prisoner, Ele passou cinco anos na prisão como **preso** político, He spent five years in prison as a political **prisoner**.
484, reconhecer, v, to recognize, Ela não conseguiu **reconhecer** seu antigo amigo após tantos anos, She couldn't **recognize** her old friend after so many years.
485, dirigir, v, to drive, Ele gosta de **dirigir** rápido, He likes to **drive** fast.
486, tocar, v, to play/touch, Ele pode **tocar** piano muito bem, He can **play** the piano very well.
487, director, nm, director, Ele é o **director** criativo da empresa, He is the creative **director** of the company.
488, irmão, nm, brother, Meu **irmão** mais novo está aprendendo a andar de bicicleta, My younger **brother** is learning to ride a bike.
489, ninguém, pn, no one, **Ninguém** estava em casa quando eu cheguei, **No one** was at home when I arrived.
490, mau, aj, bad, Fumar é **mau** para sua saúde, Smoking is **bad** for your health.
491, simples, aj, simple, A solução para o problema é bastante **simples**, The solution to the problem is quite **simple**.
492, programa, nm, program, Ele está assistindo a um **programa** de culinária na televisão, He's watching a cooking **program** on TV.
493, construir, v, to build, Eles estão planejando **construir** uma nova escola na área, They are planning to **build** a new school in the area.
494, diverso, aj, diverse, A cidade tem uma população muito **diversa**, The city has a very **diverse** population.
495, cerca, av, about, Havia **cerca** de cem pessoas na festa, There were **about** a hundred people at the party.
496, classe, nf, class, Ela está ensinando uma **classe** de inglês para iniciantes, She is teaching a beginner's **class** in English.
497, conselho, nm, council, Ele sempre me dá bons **conselhos** quando estou com dúvidas, He always gives me good **advice** when I'm unsure.
498, amor, nm, love, O **amor** é a coisa mais bonita do mundo, **Love** is the most beautiful thing in the world.
499, televisão, nf, television, Eles estão assistindo a um filme na **televisão** agora, They are watching a movie on **television** right now.
500, valer, v, to be worth, Este carro antigo ainda **vale** muito, This old car is still **worth** a lot.
501, banda, nf, band, Eu adoro assistir a shows ao vivo de uma boa **banda**, I love watching live shows of a good **band**.
502, carta, nf, letter, Ela escreveu uma **carta** para seu amigo que mora no exterior, She wrote a **letter** to her friend who lives abroad.
503, segurança, nf, security, A **segurança** do aeroporto é uma prioridade máxima, Airport **security** is a top priority.
504, vinte, num, twenty, Ela completou **vinte** anos este mês, She turned **twenty** this month.
505, quarto, na, room, Ele está arrumando o **quarto** antes da visita dos parentes, He's tidying up the **room** before relatives arrive.
506, diferença, nf, difference, Há uma grande **diferença** entre os dois modelos de carro, There's a big **difference** between the two car models.
507, perto, av, near, Há um parque **perto** da minha casa, There's a park **near** my house.
508, opinião, nf, opinion, Qual é a sua **opinião** sobre o novo filme?, What's your **opinion** on the new movie?
509, título, nm, title, O livro ganhou o **título** de melhor romance do ano, The book won the **title** of best novel of the year.
510, luta, nf, fight, Eles tiveram uma **luta** intensa sobre o que assistir na televisão, They had an intense **fight** over what to watch on TV.
511, afirmar, v, to assert, Ele gosta de **afirmar** suas opiniões em todas as discussões, He likes to **assert** his opinions in every discussion.
512, terminar, v, to finish, Vou **terminar** este trabalho antes de ir para casa, I'll **finish** this work before going home.
513, algo, pn, something, Há **algo** estranho acontecendo nesta cidade, There's **something** strange going on in this town.
514, peixe, nm, fish, Eu prefiro comer carne do que **peixe**, I prefer eating meat over **fish**.
515, atrás, av, behind, O gato está **atrás** do sofá, The cat is **behind** the couch.
516, atingir, v, to reach, Ele finalmente conseguiu **atingir** seu objetivo de perder peso, He finally managed to **reach** his goal of losing weight.
517, interessar, v, to interest, O novo livro de mistério realmente me **interessou**, The new mystery book really **interested** me.
518, discutir, v, to discuss, Eles precisam **discutir** os planos para o fim de semana, They need to **discuss** the plans for the weekend.
519, voz, nf, voice, Sua **voz** era suave e reconfortante, Her **voice** was soft and soothing.
520, companhia, nf, company, Ele fundou uma **companhia** de tecnologia bem-sucedida, He founded a successful technology **company**.
521, significar, v, to mean, O que esta palavra **significa**?, What does this word **mean**?
522, objeto, nm, object, Este **objeto** tem um grande valor sentimental para mim, This **object** holds great sentimental value for me.
523, alguém, pn, someone, **Alguém** bateu à porta, **Someone** knocked on the door.
524, anterior, aj, previous, Na **semana anterior** eles estavam de férias, They were on vacation the **previous week**.
525, buscar, v, to search, Ele está indo **buscar** sua irmã no aeroporto, He's going to **fetch** his sister from the airport.
526, dúvida, nf, doubt, Eu tenho **dúvidas** sobre sua capacidade de liderança, I have **doubts** about your leadership ability.
527, início, nm, beginning, Eles querem chegar ao evento no **início** para pegar bons lugares, They want to get to the event at the **beginning** to get good seats.
528, matéria, nf, matter, A **matéria** deste livro é muito interessante, The **matter** of this book is very interesting.
529, graça, nf, grace, Ela se movia com **graça** pelo salão de dança, She moved with **grace** across the dance floor.
530, língua, nf, tongue/language, Ele é fluente em várias **línguas**, He's fluent in several **languages**.
531, enorme, aj, enormous, Eles têm uma **enorme** coleção de selos, They have an **enormous** stamp collection.
532, americano, na, American, Ela é uma cidadã **americana** que mora na França, She's an **American** citizen living in France.
533, doutor, nm, doctor, O **doutor** está consultando na sala ao lado, The **doctor** is consulting in the next room.
534, julgar, v, to judge, Não devemos **julgar** os outros pelas suas aparências, We shouldn't **judge** others by their appearances.
535, francês, na, French, Ela é professora de literatura **francesa**, She's a teacher of **French** literature.
536, verde, aj, green, As folhas das árvores são de cor **verde**, The leaves of the trees are **green**.
537, atenção, nf, attention, Preste **atenção** no que eu estou dizendo, Pay **attention** to what I'm saying.
538, nível, nm, level, Ele está no mesmo **nível** que seus colegas de classe, He's on the same **level** as his classmates.
539, criação, nf, creation, A pintura é uma forma de **criação** artística, Painting is a form of artistic **creation**.
540, verdadeiro, aj, true, É importante ser **verdadeiro** consigo mesmo, It's important to be **true** to oneself.
541, justiça, nf, justice, A **justiça** deve ser acessível a todos, **Justice** should be accessible to all.
542, vivo, aj, alive, O pássaro estava assustado mas ainda **vivo**, The bird was scared but still **alive**.
543, educação, nf, education, A **educação** é a chave para o progresso, **Education** is the key to progress.
544, passado, na, past, Ele não gosta de falar sobre seu **passado**, He doesn't like to talk about his **past**.
545, evitar, v, to avoid, Eles tentaram **evitar** os buracos na estrada, They tried to **avoid** the potholes in the road.
546, ambiente, nm, environment, Devemos proteger nosso **ambiente** natural, We should protect our natural **environment**.
547, guarda, nf, guard, O **guarda** patrulha a área durante a noite, The **guard** patrols the area at night.
548, econômico, aj, economic, O relatório analisa o impacto **econômico** das novas políticas, The report analyzes the **economic** impact of the new policies.
549, casar, v, to marry, Eles planejam **casar** no próximo verão, They plan to **marry** next summer.
550, participar, v, to participate, Ele gosta de **participar** de atividades esportivas, He enjoys **participating** in sports activities.
551, rico, aj, rich, Ele é um homem **rico** e poderoso, He's a **rich** and powerful man.
552, pobre, aj, poor, Eles vivem em uma região muito **pobre** do país, They live in a very **poor** region of the country.
553, cabo, nm, cape, O farol fica no **cabo** da ilha, The lighthouse is on the island's **cape**.
554, eleição, nf, election, A **eleição** presidencial está gerando muita controvérsia, The presidential **election** is generating a lot of controversy.
555, apoio, nm, support, Ele conta com o **apoio** de sua família em todas as decisões, He relies on the **support** of his family in all decisions.
556, inglês, na, English, Ele está aprendendo **inglês** para poder viajar para o exterior, He's learning **English** to be able to travel abroad.
557, solução, nf, solution, Precisamos encontrar uma **solução** para esse problema o mais rápido possível, We need to find a **solution** to this problem as soon as possible.
558, demais, aj/av, too much, Ela comeu **demais** na festa de aniversário, She ate **too much** at the birthday party.
559, máquina, nf, machine, Esta **máquina** é usada para fabricar peças de metal, This **machine** is used to manufacture metal parts.
560, trabalhador, nm, worker, Os **trabalhadores** estão exigindo melhores condições de trabalho, The **workers** are demanding better working conditions.
561, produto, nm, product, Esta empresa lançou um novo **produto** no mercado, This company has launched a new **product** on the market.
562, envolver, v, to involve, O projeto vai **envolver** muitas pessoas de diferentes áreas, The project will **involve** many people from different areas.
563, doença, nf, disease, A luta contra essa **doença** é uma prioridade global, The fight against this **disease** is a global priority.
564, resto, nm, rest, Ele precisa de um pouco de paz e **resto**, He needs some peace and **rest**.
565, ciência, nf, science, A **ciência** está sempre em constante evolução, **Science** is always evolving.
566, marcar, v, to mark, Vou **marcar** uma reunião com o cliente para discutir os detalhes, I'll **mark** a meeting with the client to discuss the details.
567, cumprir, v, to fulfill, Ele sempre faz o possível para **cumprir** suas promessas, He always does his best to **fulfill** his promises.
568, contacto, nm, contact, Mantenha **contacto** comigo por e-mail, Keep **contact** with me via email.
569, realmente, av, really, Ele é **realmente** um excelente jogador de futebol, He's **really** an excellent soccer player.
570, morar, v, to live, Eles **moram** em uma casa antiga no campo, They **live** in an old house in the countryside.
571, rápido, aj, fast, Ele corre muito **rápido** nas corridas, He runs very **fast** in races.
572, literatura, nf, literature, Ela estudou **literatura** clássica na universidade, She studied classical **literature** at university.
573, fácil, aj, easy, Esta receita é muito **fácil** de seguir, This recipe is very **easy** to follow.
574, atual, aj, current, Ele está atualmente trabalhando em um novo projeto, He's currently working on a new project.
575, morto, na, dead, Ele estava tão pálido que parecia **morto**, He was so pale he looked **dead**.
576, exigir, v, to require, Este trabalho **exige** muita concentração, This job **requires** a lot of concentration.
577, diante, av, in front of, Ele estava parado **diante** da porta, He was standing **in front of** the door.
578, liberdade, nf, freedom, Todos deveriam ter o direito à **liberdade** de expressão, Everyone should have the right to **freedom** of speech.
579, zona, nf, zone, Esta área é uma **zona** de construção, This area is a **construction** **zone**.
580, terreno, nm, land, Eles compraram um **terreno** para construir sua casa, They bought some **land** to build their house.
581, provocar, v, to provoke, Sua atitude pode **provocar** uma reação negativa, His attitude can **provoke** a negative reaction.
582, garantir, v, to guarantee, O contrato **garante** que você será pago pelo seu trabalho, The contract **guarantees** you will be paid for your work.
583, jogar, v, to play, Eles costumam **jogar** futebol juntos no fim de semana, They usually **play** soccer together on weekends.
584, modelo, nm, model, Ele é um **modelo** de integridade e dedicação, He's a **model** of integrity and dedication.
585, assumir, v, to assume, Ele teve que **assumir** a responsabilidade pelo erro, He had to **assume** responsibility for the mistake.
586, oferecer, v, to offer, Eles nos **ofereceram** uma bebida quando chegamos, They **offered** us a drink when we arrived.
587, visão, nf, vision, Ele tem uma **visão** clara do que quer alcançar, He has a clear **vision** of what he wants to achieve.
588, preparar, v, to prepare, Ela está **preparando** o jantar para a família, She's **preparing** dinner for the family.
589, constituir, v, to constitute, As diferentes culturas **constituem** a riqueza da humanidade, Different cultures **constitute** the richness of humanity.
590, escritor, nm, writer, Ele é um **escritor** famoso de romances policiais, He's a famous **writer** of detective novels.
591, estrada, nf, road, A **estrada** estava bloqueada devido a um acidente, The **road** was blocked due to an accident.
592, construção, nf, construction, A **construção** do novo prédio começará no próximo mês, The **construction** of the new building will start next month.
593, polícia, nmf, police, Eles chamaram a **polícia** depois que ouviram um barulho estranho, They called the **police** after they heard a strange noise.
594, mudança, nf, change, A mudança para uma nova cidade foi desafiadora, The **change** to a new city was challenging.
595, aprender, v, to learn, Ele gosta de **aprender** sobre diferentes culturas, He enjoys **learning** about different cultures.
596, mínimo, na, minimum, O salário foi aumentado para o **mínimo** necessário para viver, The salary was increased to the **minimum** needed to live.
597, comer, v, to eat, Eles costumam **comer** fora aos finais de semana, They usually **eat** out on weekends.
598, fugir, v, to flee, Eles tiveram que **fugir** do perigo o mais rápido possível, They had to **flee** from danger as quickly as possible.
599, motivo, nm, reason, Qual é o **motivo** da sua preocupação?, What's the **reason** for your concern?
600, som, nm, sound, O **som** da música era alto e vibrante, The **sound** of the music was loud and vibrant.
601, obrigar, v, to oblige/force, Eles tentaram **obrigar** os funcionários a trabalhar horas extras, They tried to **force** the employees to work overtime.
602, publicar, v, to publish, Ela está ansiosa para **publicar** seu primeiro livro, She's eager to **publish** her first book.
603, sol, nm, sun, O **sol** está brilhando intensamente hoje, The **sun** is shining brightly today.
604, comércio, nm, trade, O **comércio** internacional é vital para a economia global, International **trade** is vital for the global economy.
605, ocupar, v, to occupy, Eles conseguiram **ocupar** todas as mesas do restaurante, They managed to **occupy** all the tables in the restaurant.
606, central, na, central, O escritório fica em uma localização **central** da cidade, The office is in a **central** location in the city.
607, curto, aj, short, Ele tem cabelo **curto** e escuro, He has short dark hair.
608, prova, nf, proof/test, Ela entregou a **prova** antes do prazo final, She handed in the **test** before the deadline.
609, memória, nf, memory, Sua **memória** é incrível, Your **memory** is amazing.
610, bater, v, to beat, Seu coração começou a **bater** mais rápido quando ele a viu, His heart started to **beat** faster when he saw her.
611, aproveitar, v, to take advantage of, Eles decidiram **aproveitar** as férias para viajar pelo país, They decided to **take advantage of** the holidays to travel around the country.
612, depender, v, to depend, O sucesso do projeto vai **depender** da colaboração de todos, The success of the project will **depend** on everyone's cooperation.
613, parar, v, to stop, Ele teve que **parar** o carro bruscamente para evitar um acidente, He had to **stop** the car suddenly to avoid an accident.
614, metro, nm, meter/subway, Eles pegaram o **metrô** para chegar ao centro da cidade, They took the **subway** to get to the city center.
615, material, nm, material, Este **material** é muito resistente e durável, This **material** is very strong and durable.
616, revista, nf, magazine, Ela assinou uma **revista** de moda para se manter atualizada, She subscribed to a fashion **magazine** to stay updated.
617, acima, av, above, A lua brilhava **acima** no céu estrelado, The moon shone **above** in the starry sky.
618, crítica, nf, critique, A **crítica** ao filme foi muito positiva, The **critique** of the movie was very positive.
619, sinal, nm, sign, Ele viu um **sinal** de "Vende-se" na janela da casa, He saw a "For Sale" **sign** in the window of the house.
620, medo, nm, fear, Ela tem **medo** de altura, She has a fear of heights.
621, profissional, na, professional, Ele é um jogador de futebol **profissional**, He's a **professional** soccer player.
622, objetivo, nm, objective, Nosso **objetivo** é alcançar a excelência em tudo que fazemos, Our **objective** is to achieve excellence in everything we do.
623, inteiro, aj, whole, Eles passaram o **dia inteiro** na praia, They spent the **whole day** at the beach.
624, venda, nf, sale, Eles estão oferecendo descontos incríveis durante a **venda** de verão, They're offering amazing discounts during the summer **sale**.
625, sucesso, nm, success, Seu último livro foi um grande **sucesso** de vendas, His latest book was a great **success**.
626, carreira, nf, career, Ela decidiu mudar de **carreira** e se tornar uma professora, She decided to change her **career** and become a teacher.
627, assistir, v, to watch/attend, Eles foram **assistir** ao concerto da banda favorita, They went to **watch** their favorite band's concert.
628, esquerda, nf, left, Vire à **esquerda** na próxima rua, Turn **left** at the next street.
629, cortar, v, to cut, Ele precisou **cortar** algumas árvores para fazer espaço para o novo prédio, He needed to **cut** down some trees to make space for the new building.
630, influência, nf, influence, Ela exerce uma grande **influência** sobre seus colegas de trabalho, She has a great **influence** over her coworkers.
631, pertencer, v, to belong, Esta casa **pertence** à minha família há gerações, This house **belongs** to my family for generations.
632, personagem, nc, character, Ela interpreta o **personagem** principal no novo filme, She plays the main **character** in the new movie.
633, obter, v, to obtain, Eles conseguiram **obter** os documentos necessários para o visto, They managed to **obtain** the necessary documents for the visa.
634, apoiar, v, to support, Ele sempre esteve lá para me **apoiar** quando precisei, He's always been there to **support** me when I needed him.
635, funcionar, v, to function/work, O novo sistema ainda não está **funcionando** corretamente, The new system is still not **working** properly.
636, prática, nf, practice, A **prática** leva à perfeição, **Practice** makes perfect.
637, formação, nf, training/formation, Ele tem uma **formação** em engenharia civil, He has a **training** in civil engineering.
