1188, jornalista, nc, journalist
1189, desenho, nm, drawing
1190, gosto, nm, taste
1191, impossível, aj, impossible
1192, imediatamente, av, immediately
1193, evidente, aj, evident
1194, conter, v, to contain
1195, acesso, nm, access
1196, propriedade, nf, property
1197, tentativa, nf, attempt
1198, tratamento, nm, treatment
1199, vítima, nf, victim
1200, atacar, v, to attack
1201, prosseguir, v, to proceed
1202, prender, v, to arrest
1203, taxa, nf, rate/tax
1204, fome, nf, hunger
1205, adoptar, v, to adopt
1206, agrícola, aj, agricultural
1207, quarenta, num, forty
1208, gestão, nf, management
1209, gastar, v, to spend
1210, perfeito, aj, perfect
1211, democrático, aj, democratic
1212, investir, v, to invest
1213, porto, nm, port
1214, norma, nf, norm
1215, tecnologia, nf, technology
1216, vazio, na, empty
1217, lógica, nf, logic
1218, distante, aj, distant
1219, inventar, v, to invent
1220, raiz, nf, root
1221, dormir, v, to sleep
1222, secretaria, nf, secretary office
1223, acordar, v, to wake up
1224, actuar, v, to act
1225, herói, nm, hero
1226, exigência, nf, requirement/demand
1227, presidência, nf, presidency
1228, conquistar, v, to conquer
1229, governar, v, to govern
1230, rainha, nf, queen
1231, democracia, nf, democracy
1232, poderoso, aj, powerful
1233, factor, nm, factor
1234, símbolo, nm, symbol
1235, rever, v, to review
1236, medir, v, to measure
1237, interpretar, v, to interpret
1238, descrever, v, to describe
1239, pintar, v, to paint
1240, forno, nm, oven
1241, cenário, nm, scenario
1242, recorrer, v, to resort to
1243, fornecer, v, to supply
1244, floresta, nf, forest
1245, emoção, nf, emotion
1246, veículo, nm, vehicle
1247, opção, nf, option
1248, academia, nf, academy
1249, votar, v, to vote
1250, operar, v, to operate
1251, desafio, nm, challenge
1252, território, nm, territory
1253, progresso, nm, progress
1254, precisamente, av, precisely
1255, corrida, nf, race
1256, dimensão, nf, dimension
1257, alvo, nm, target
1258, contemporâneo, aj, contemporary
1259, amar, v, to love
1260, alegre, aj, cheerful
1261, inspirar, v, to inspire
1262, exato, aj, exact
1263, duro, aj, hard
1264, experimentar, v, to try/experiment
1265, quilómetro, nm, kilometer
1266, raio, nm, ray
1267, doméstico, aj, domestic
1268, executivo, na, executive
1269, patrimônio, nm, heritage
1270, gravar, v, to record
1271, opor, v, to oppose
1272, janela, nf, window
1273, fiscal, na, fiscal/tax
1274, cinquenta, num, fifty
1275, flor, nf, flower
1276, ultrapassar, v, to surpass
1277, colher, v, to collect/harvest
1278, implicar, v, to imply/involve
1279, condenar, v, to condemn
1280, fórmula, nf, formula
1281, inicial, aj, initial
1282, proibir, v, to prohibit
1283, círculo, nm, circle
1284, feliz, aj, happy
1285, sindicato, nm, union
1286, conferência, nf, conference
1287, insistir, v, to insist
1288, distribuição, nf, distribution
1289, posse, nf, possession
1290, integrar, v, to integrate
1291, urbano, aj, urban
1292, essencial, aj, essential
1293, suceder, v, to happen/succeed
1294, puxar, v, to pull
1295, gato, nm, cat
1296, quadrado, na, square
1297, categoria, nf, category
1298, normalmente, av, normally
1299, reclamar, v, to complain
1300, colectivo, na, collective
1301, calor, nm, heat
1302, unir, v, to unite
1303, realização, nf, achievement/realization
1304, mover, v, to move
1305, deslocar, v, to displace
1306, permanente, aj, permanent
1307, vidro, nm, glass
1308, expectativa, nf, expectation
1309, operário, nm, worker
1310, assinar, v, to sign
1311, detalhe, nm, detail
1312, hotel, nm, hotel
1313, infância, nf, childhood
1314, visar, v, to aim/target
1315, seguida, av, followed
1316, folha, nf, leaf/sheet
1317, invadir, v, to invade
1318, deitar, v, to lay down
1319, barato, aj, cheap
1320, aéreo, aj, aerial
1321, crédito, nm, credit
1322, prédio, nm, building
1323, aliança, nf, alliance
1324, dedo, nm, finger
1325, comentar, v, to comment
1326, laboratório, nm, laboratory
1327, corda, nf, rope
1328, salário, nm, salary
1329, vara, nf, rod
1330, satisfazer, v, to satisfy
1331, garantia, nf, warranty/guarantee
1332, isolado, aj, isolated
1333, comandante, nm, commander
1334, intenso, aj, intense
1335, cobrar, v, to charge
1336, mundial, aj, global/world
1337, vasto, aj, vast
1338, representação, nf, representation
1339, ausência, nf, absence
1340, eleitoral, aj, electoral
1341, conversa, nf, conversation
1342, meter, v, to put/place
1343, estreito, aj, narrow
1344, definitivo, aj, definitive
1345, exame, nm, exam
1346, comunicar, v, to communicate
1347, investigação, nf, investigation
1348, superfície, nf, surface
1349, espera, nf, wait
1350, especialmente, av, especially
1351, partida, nf, departure/game
1352, poema, nm, poem
1353, adequado, aj, adequate
1354, método, nm, method
1355, tiro, nm, shot
1356, conceder, v, to grant
1357, suportar, v, to withstand
1358, esclarecer, v, to clarify
1359, ai, i, there
1360, líquido, na, liquid
1361, município, nm, municipality
1362, metal, nm, metal
1363, declaração, nf, declaration
1364, exercício, nm, exercise
1365, cultural, aj, cultural
1366, assistência, nf, assistance
1367, frequência, nf, frequency
1368, nervoso, aj, nervous
1369, choque, nm, shock/crash
1370, perda, nf, loss
1371, fala, nf, speech
1372, individual, aj, individual
1373, bloco, nm, block
1374, escapar, v, to escape
1375, arquitectura, nf, architecture
1376, talento, nm, talent
1377, telefone, nm, telephone
1378, espalhar, v, to spread
1379, específico, aj, specific
1380, encher, v, to fill
1381, complicado, aj, complicated
1382, encarar, v, to face
1383, ceder, v, to yield
1384, freguesia, nf, parish
1385, chamado, aj, called
1386, criado, nm, servant/butler
1387, mental, aj, mental
1388, convite, nm, invitation
1389, variar, v, to vary
1390, igualmente, av, equally
1391, extremo, aj, extreme
1392, alternativa, nf, alternative
1393, fé, nf, faith
1394, prejudicar, v, to harm
1395, faixa, nf, stripe/band
1396, esconder, v, to hide
1397, pintor, nm, painter
1398, semente, nf, seed
1399, directamente, av, directly
1400, apresentação, nf, presentation
1401, noção, nf, notion
1402, restar, v, to remain
1403, começo, nm, beginning
1404, relativo, aj, relative
1405, jogador, nm, player
1406, parecer, nm, opinion
1407, sombra, nf, shadow
1408, interpretação, nf, interpretation
1409, sorte, nf, luck
1410, correto, aj, correct
1411, complexo, na, complex
1412, explorar, v, to explore
1413, caro, aj, expensive
1414, escritório, nm, office
1415, provavelmente, av, probably
1416, golpe, nm, blow/strike
1417, demorar, v, to take time
1418, tradicional, aj, traditional
1419, certamente, av, certainly
1420, marquês, nm, marquis
1421, plástico, na, plastic
1422, imóvel, na, immovable/real estate
1423, fita, nf, tape/ribbon
1424, capítulo, nm, chapter
1425, externo, aj, external
1426, combater, v, to combat
1427, nascimento, nm, birth
1428, fenómeno, nm, phenomenon
1429, mensagem, nf, message
1430, fino, aj, thin
1431, equilíbrio, nm, balance
1432, lucro, nm, profit
1433, supremo, aj, supreme
1434, senão, av, otherwise
1435, promover, v, to promote
1436, pleno, aj, full
1437, critério, nm, criterion
1438, barro, nm, clay
1439, horizonte, nm, horizon
1440, comentário, nm, comment
1441, ontem, n/av, yesterday
1442, doze, num, twelve
1443, menina, nf, girl
1444, excelente, aj, excellent
1445, falso, aj, false
1446, estimar, v, to estimate
1447, instituto, nm, institute
1448, facilitar, v, to facilitate
1449, acumular, v, to accumulate
1450, crescimento, nm, growth
1451, província, nf, province
1452, computador, nm, computer
1453, justamente, av, justly
1454, canção, nf, song
1455, transformação, nf, transformation
1456, encaminhar, v, to forward
1457, universal, aj, universal
1458, promessa, nf, promise
1459, caça, nf, hunting/hunt
1460, vago, aj, vague
1461, mistura, nf, mixture
1462, pesado, aj, heavy
1463, extraordinário, aj, extraordinary
1464, mulato, na, mulatto
1465, ajustar, v, to adjust
1466, personalidade, nf, personality
1467, escuro, aj, dark
1468, sobreviver, v, to survive
1469, regresso, nm, return
1470, repousar, v, to rest
1471, orçamento, nm, budget
1472, nordeste, nm, northeast
1473, abertura, nf, opening
1474, negativo, aj, negative
1475, relativamente, av, relatively
1476, investimento, nm, investment
1477, culpa, nf, guilt
1478, distribuir, v, to distribute
1479, resistir, v, to resist
1480, universo, nm, universe
1481, compromisso, nm, commitment
1482, solo, nm, soil/solo
1483, pão, nm, bread
1484, continente, nm, continent
1485, papa, nm, pope
1486, russo, na, Russian
1487, apto, aj, capable
1488, leve, aj, light
1489, feminino, aj, feminine
1490, receita, nf, recipe/revenue
1491, proceder, v, to proceed
1492, constante, na, constant
1493, básico, aj, basic
1494, ameaça, nf, threat
1495, independência, nf, independence
1496, argumento, nm, argument
1497, transportar, v, to transport
1498, obrigação, nf, obligation
1499, análise, nf, analysis
1500, relatório, nm, report
1501, beber, v, to drink
1502, justo, aj, fair
1503, completo, aj, complete
1504, amplo, aj, broad
1505, ameaçar, v, to threaten
1506, debate, nm, debate
1507, limpar, v, to clean
1508, canal, nm, channel
1509, cem, num, hundred
1510, observação, nf, observation
1511, dente, nm, tooth
1512, inimigo, nm, enemy
1513, organizado, aj, organized
1514, empregado, na, employee
1515, azul, aj, blue
1516, troca, nf, exchange
1517, móvel, na, mobile/furniture
1518, entidade, nf, entity
1519, riqueza, nf, wealth
1520, versão, nf, version
1521, merecer, v, to deserve
1522, breve, aj, brief
1523, confirmar, v, to confirm
1524, divisão, nf, division
1525, paixão, nf, passion
1526, traduzir, v, to translate
1527, aventura, nf, adventure
1528, escrita, nf, writing
1529, administrativo, aj, administrative
1530, dona, nf, lady/owner
1531, pagamento, nm, payment
1532, velocidade, nf, speed
1533, humanidade, nf, humanity
1534, informar, v, to inform
1535, casal, nm, couple
1536, reserva, nf, reservation/reserve
1537, desenhar, v, to draw
1538, socialista, aj, socialist
1539, tender, v, to tend
1540, necessitar, v, to need
1541, serra, nf, saw/mountain range
1542, disciplina, nf, discipline
1543, quebrar, v, to break
1544, frequentar, v, to attend
1545, recolher, v, to collect
1546, absolutamente, av, absolutely
1547, sexo, nm, sex
1548, explicação, nf, explanation
1549, código, nm, code
1550, calcular, v, to calculate
1551, afetar, v, to affect
1552, pedaço, nm, piece
1553, palco, nm, stage
1554, executar, v, to execute
1555, bem, nm, good/well
1556, fiel, aj, faithful
1557, regional, aj, regional
1558, negociar, v, to negotiate
1559, errar, v, to make a mistake
1560, circunstância, nf, circumstance
1561, teste, nm, test
1562, motor, nm, engine
1563, montanha, nf, mountain
1564, barra, nf, bar/rod
1565, alimento, nm, food
1566, infantil, aj, children's/childish
1567, comportamento, nm, behavior
1568, temer, v, to fear
1569, chegada, nf, arrival
1570, sustentar, v, to sustain
1571, líder, nm, leader
1572, geralmente, av, generally
1573, costume, nm, custom
1574, misturar, v, to mix
1575, resolução, nf, resolution
1576, inteligência, nf, intelligence
1577, biblioteca, nf, library
1578, padrão, nm, standard/pattern
1579, excepção, nf, exception
1580, droga, nf, drug
1581, mata, nf, forest
1582, distrito, nm, district
1583, reagir, v, to react
1584, inferior, aj, lower
1585, anormal, aj, abnormal
1586, honra, nf, honor
1587, selecção, nf, selection
1588, década, nf, decade
1589, fraco, aj, weak
1590, clima, nm, climate
1591, retomar, v, to resume
1592, jamais, av, never
1593, japonês, na, Japanese
1594, cadeira, nf, chair
1595, prometer, v, to promise
1596, caminhar, v, to walk
1597, controle, nm, control
1598, habitante, nc, inhabitant
1599, sócio, nm, partner/member
1600, alteração, nf, change
1601, proprietário, nm, owner
1602, perigoso, aj, dangerous
1603, chamada, nf, call
1604, despesa, nf, expense
1605, curioso, aj, curious
1606, protecção, nf, protection
1607, enfim, av, finally
1608, disponível, aj, available
1609, príncipe, nm, prince
1610, comunista, na, communist
1611, raça, nf, race
1612, agricultura, nf, agriculture
1613, cometer, v, to commit
1614, palácio, nm, palace
1615, revisão, nf, review
1616, industrial, aj, industrial
1617, introduzir, v, to introduce
1618, violento, aj, violent
1619, gás, nm, gas
1620, recordar, v, to remember
1621, reino, nm, kingdom
1622, rural, aj, rural
1623, cabelo, nm, hair
1624, médio, aj, medium
1625, adulto, na, adult
1626, concurso, nm, contest/competition
1627, concreto, aj, concrete
1628, jeito, nm, way/manner
1629, castelo, nm, castle
1630, distinguir, v, to distinguish
1631, manifestação, nf, demonstration
1632, decorrer, v, to take place
1633, artístico, aj, artistic
1634, instalação, nf, installation
1635, elevado, aj, high
1636, escudo, nm, shield
1637, manifestar, v, to manifest
1638, útil, aj, useful
1639, areia, nf, sand
1640, libertar, v, to liberate
1641, sequer, av, even
1642, silêncio, nm, silence
1643, juventude, nf, youth
1644, medicina, nf, medicine
1645, derrubar, v, to knock down
1646, coluna, nf, column
1647, lento, aj, slow
1648, conquista, nf, conquest
1649, cá, av, here
1650, representante, na, representative
1651, buraco, nm, hole
1652, edição, nf, edition
1653, benefício, nm, benefit
1654, féria, nf, fair
1655, crítico, na, critic
1656, controlar, v, to control
1657, estratégia, nf, strategy
1658, disposição, nf, disposition
1659, provar, v, to prove
1660, comando, nm, command
1661, piano, nm, piano
1662, concentrar, v, to concentrate
1663, acaso, av, by chance
1664, osso, nm, bone
1665, gabinete, nm, office
1666, arranjar, v, to arrange/fix
1667, sentar, v, to sit
1668, sal, nm, salt
1669, tratado, nm, treaty
1670, africano, na, African
1671, criticar, v, to criticize
1672, virtude, nf, virtue
1673, parque, nm, park
1674, adaptar, v, to adapt
1675, junta, nf, joint/meeting
1676, deter, v, to detain
1677, destinado, aj, intended
1678, extremamente, av, extremely
1679, milhar, nm, thousand
1680, constituição, nf, constitution
1681, secção, nf, section
1682, ave, nf, bird
1683, assegurar, v, to ensure
1684, neto, nm, grandson
1685, modificar, v, to modify
1686, convencer, v, to convince
1687, participação, nf, participation
1688, milho, nm, corn
1689, surpresa, nf, surprise
1690, império, nm, empire
1691, atirar, v, to throw/shoot
1692, feira, nf, fair/market
1693, percorrer, v, to travel through
1694, expor, v, to expose
1695, lua, nf, moon
1696, interessado, aj, interested
1697, disposto, aj, willing
1698, paisagem, nf, landscape
1699, loja, nf, shop
1700, comida, nf, food
1701, pesca, nf, fishing
1702, autêntico, aj, authentic
1703, ordenar, v, to order/command
1704, liderança, nf, leadership
1705, pó, nm, powder, dust
1706, contraste, nm, contrast
1707, legítimo, aj, legitimate
1708, ruim, aj, bad
1709, inteligente, aj, intelligent
1710, percurso, nm, route/journey
1711, confronto, nm, confrontation
1712, ficção, nf, fiction
1713, trigo, nm, wheat
1714, sobrevivência, nf, survival
1715, preservar, v, to preserve
1716, comprido, aj, long
1717, previsto, aj, foreseen, planned
1718, contribuição, nf, contribution
1719, liga, nf, league/connection
1720, óleo, nm, oil
1721, poético, aj, poetic
1722, colónia, nf, colony
1723, falha, nf, failure/flaw
1724, suspenso, aj, suspended
1725, falhar, v, to fail
1726, colecção, nf, collection
1727, rendimento, nm, income/yield
1728, glória, nf, glory
1729, capa, nf, cover
1730, primário, aj, primary
1731, pensão, nf, pension, boarding house
1732, manifesto, na, manifesto
1733, semelhança, nf, resemblance
1734, tecer, v, to weave
1735, prefeito, nm, mayor
1736, departamento, nm, department
1737, açúcar, nm, sugar
1738, carnaval, nm, carnival
1739, britânico, na, British
1740, denunciar, v, to denounce
1741, surpreender, v, to surprise
1742, macho, na, male
1743, assinado, aj, signed
1744, celebrar, v, to celebrate
1745, herança, nf, inheritance, heritage
1746, actriz, nf, actress
1747, templo, nm, temple
1748, desportivo, na, sports
1749, libertação, nf, liberation, release
1750, indicador, na, indicator
1751, mente, nf, mind
1752, candidatura, nf, candidacy
1753, interromper, v, to interrupt
1754, correio, nm, mail/post
1755, mérito, nm, merit
1756, álcool, nm, alcohol
1757, ensaio, nm, essay/rehearsal
1758, demitir, v, to dismiss, fire
1759, algodão, nm, cotton
1760, mineiro, na, miner
1761, atracção, nf, attraction
1762, enfermeiro, nm, nurse
1763, anual, aj, annual
1764, desfazer, v, to undo
1765, composto, aj, compound/composed
1766, formal, aj, formal
1767, pormenor, nm, detail
1768, lobo, nm, wolf
1769, avenida, nf, avenue
1770, delegado, na, delegate, representative
1771, alegria, nf, joy
1772, espectador, nm, spectator
1773, correspondente, na, corresponding
1774, decisivo, aj, decisive
1775, perseguir, v, to pursue
1776, intervalo, nm, interval, break
1777, brincar, v, to play
1778, contrariar, v, to contradict, oppose
1779, cumprimento, nm, greeting
1780, antecipar, v, to anticipate
1781, emitir, v, to emit/issue
1782, previsão, nf, forecast, prediction
1783, festival, nm, festival
1784, exclusivamente, av, exclusively
1785, cruzar, v, to cross
1786, esgotar, v, to exhaust
1787, comerciante, nm, merchant, trader
1788, comboio, nm, train
1789, ditadura, nf, dictatorship
1790, argentino, na, Argentine
1791, constitucional, aj, constitutional
1792, globo, nm, globe/world
1793, defeito, nm, defect, flaw
1794, relacionado, aj, related
1795, bancário, nm, banker
1796, regular, aj, regular
1797, confiar, v, to trust
1798, escolar, aj, school-related
1799, levantamento, nm, survey, lifting
1800, instrução, nf, instruction
1801, psicológico, aj, psychological
1802, soltar, v, to release/untie
1803, romântico, aj, romantic
1804, bocado, nm, piece, bit
1805, lago, nm, lake
1806, determinação, nf, determination
1807, masculino, aj, masculine, male
1808, beneficiar, v, to benefit
1809, plantar, v, to plant
1810, romano, na, Roman
1811, centímetro, nm, centimeter
1812, inteiramente, av, entirely
1813, estratégico, aj, strategic
1814, evoluir, v, to evolve
1815, vestido, nm, dress
1816, novela, nf, novel/story
1817, meado, aj, mid-, middle
1818, prioridade, nf, priority
1819, mercadoria, nf, merchandise, goods
1820, vigor, nm, vigor, strength
1821, botar, v, to put, place
1822, orientar, v, to guide/direct
1823, impulso, nm, impulse
1824, oeste, nm, west
1825, definição, nf, definition
1826, orientação, nf, guidance/direction
1827, arroz, nm, rice
1828, pescoço, nm, neck
1829, proporção, nf, proportion/ratio
1830, desviar, v, to divert, deviate
1831, primeiro-ministro, nm, prime minister
1832, aprovação, nf, approval
1833, obrigatório, aj, mandatory
1834, convénio, nm, agreement/convention
1835, capitão, nm, captain
1836, perfil, nm, profile
1837, romper, v, to break/rupture
1838, produtor, na, producer
1839, carteira, nf, wallet
1840, satisfação, nf, satisfaction
1841, reconhecimento, nm, recognition/acknowledgment
1842, extensão, nf, extension
1843, avisar, v, to warn, notify
1844, triunfo, nm, triumph
1845, bomba, nf, bomb
1846, favorável, aj, favorable
1847, onze, num, eleven
1848, retrato, nm, portrait
1849, queimar, v, to burn
1850, aliado, na, ally, allied
1851, cérebro, nm, brain
1852, sentença, nf, sentence/judgment
1853, reproduzir, v, to reproduce
1854, rigor, nm, rigor, strictness
1855, fruta, nf, fruit
1856, travar, v, to engage, to lock, to brake
1857, placa, nf, plate/sign
1858, cristal, nm, crystal
1859, mexer, v, to move/stir
1860, exclusivo, aj, exclusive
1861, retornar, v, to return
1862, greve, nf, strike
1863, acerca, av, about
1864, liberal, na, liberal
1865, almoço, nm, lunch
1866, académico, na, academic
1867, redacção, nf, writing, composition
1868, roubar, v, to steal
1869, terrível, aj, terrible
1870, associar, v, to associate
1871, todavia, av, however/yet
1872, mostra, nf, exhibition/show
1873, consciente, aj, conscious, aware
1874, estimular, v, to stimulate
1875, rosto, nm, face
1876, espiritual, aj, spiritual
1877, desconhecer, v, to be unaware of
1878, paulista, na, Paulista
1879, cristão, na, Christian
1880, transmissão, nf, transmission
1881, projecção, nf, projection
1882, adversário, nm, adversary/opponent
1883, capela, nf, chapel
1884, treinar, v, to train
1885, pairar, v, to hover
1886, significativo, aj, significant
1887, aguardar, v, to wait
1888, banho, nm, bath
1889, excesso, nm, excess
1890, leste, na, east
1891, definitivamente, av, definitively
1892, absorver, v, to absorb
1893, anjo, nm, angel
1894, prejuízo, nm, damage/loss
1895, imperador, nm, emperor
1896, tinta, nf, ink
1897, judeu, na, Jewish
1898, amanhã, n/av, tomorrow
1899, turismo, nm, tourism
1900, competência, nf, competence/skill
1901, influenciar, v, to influence
1902, desconhecido, aj, unknown
1903, sensibilidade, nf, sensitivity
1904, leão, nm, lion
1905, largar, v, to release
1906, jantar, v, to dine, have dinner
1907, marcado, aj, marked
1908, apertar, v, to press, tighten
1909, adaptação, nf, adaptation
1910, senado, nm, senate
1911, calar, v, to silence
1912, preocupado, aj, worried
1913, contexto, nm, context
1914, desempenho, nm, performance
1915, presidencial, aj, presidential
1916, rodear, v, to surround
1917, louco, aj, crazy/mad
1918, chapéu, nm, hat
1919, êxito, nm, success
1920, criminoso, na, criminal
1921, mistério, nm, mystery
1922, pano, nm, cloth, fabric
1923, conselheiro, nm, counselor, adviser
1924, bebida, nf, drink
1925, sexto, aj, sixth
1926, afirmação, nf, statement/assertion
1927, bispo, nm, bishop
1928, rir, v, to laugh
1929, sucessivo, aj, successive
1930, camada, nf, layer
1931, destruição, nf, destruction
1932, rato, nm, mouse/rat
1933, oriente, na, east
1934, administrador, nm, administrator
1935, relógio, nm, clock/watch
1936, transição, nf, transition
1937, negociação, nf, negotiation
1938, pólo, nm, pole
1939, destinar, v, to destine
1940, corrigir, v, to correct
1941, universitário, aj, university
1942, avaliação, nf, evaluation/assessment
1943, segurar, v, to hold, secure
1944, tradução, nf, translation
1945, solicitar, v, to request
1946, agrário, aj, agrarian
1947, temperatura, nf, temperature
1948, autonomia, nf, autonomy
1949, teatral, aj, theatrical
1950, constar, v, to appear/consist
1951, autorizar, v, to authorize
1952, traço, nm, trace, line
1953, zero, num, zero
1954, incêndio, nm, fire
1955, habitar, v, to inhabit
1956, sessenta, num, sixty
1957, gasto, nm, expense/spending
1958, contemplar, v, to contemplate/consider
1959, propriamente, av, properly
1960, ofício, nm, occupation, trade
1961, empresário, nm, businessman
1962, miséria, nf, misery
1963, pregar, v, to preach
1964, divulgar, v, to disclose/publish
1965, mandato, nm, mandate
1966, redondo, aj, round
1967, palmeira, nf, palm tree
1968, respectivo, aj, respective
1969, gasolina, nf, gasoline
1970, foto, nf, photo
1971, alargar, v, to widen/enlarge
1972, barreira, nf, barrier
1973, cantor, nm, singer
1974, reflexo, nm, reflex, reflection
1975, idêntico, aj, identical
1976, caracterizar, v, to characterize
1977, ah, i, ah
1978, consumidor, na, consumer
1979, rocha, nf, rock
1980, incapaz, aj, incapable
1981, paralelo, aj, parallel
1982, girar, v, to spin
1983, aprovar, v, to approve
1984, novidade, nf, novelty/news
1985, variação, nf, variation
1986, facilidade, nf, facility/ease
1987, privilégio, nm, privilege
1988, juntamente, av, together
1989, aquecer, v, to heat
1990, devido, aj, due to
1991, prata, nf, silver
1992, consultar, v, to consult
1993, aço, nm, steel
1994, cartão, nm, card
1995, válido, aj, valid
1996, rejeitar, v, to reject
1997, matriz, nf, matrix
1998, intervir, v, to intervene
1999, cobertura, nf, coverage, covering
2000, oceano, nm, ocean
2001, rapariga, nf, young girl, girl
2002, depositar, v, to deposit
2003, sonhar, v, to dream
2004, dispensar, v, to dispense
2005, descartar, v, to discard
2006, receio, nm, fear
2007, lançamento, nm, launch/release
2008, apurar, v, to refine/clarify
2009, nobre, na, noble
2010, chorar, v, to cry
2011, agravar, v, to aggravate
2012, farinha, nf, flour
2013, fantástico, aj, fantastic
2014, vela, nf, candle, sail
2015, erguer, v, to raise, lift
2016, presidir, v, to preside
2017, inicialmente, av, initially
2018, combinar, v, to combine
2019, etapa, nf, stage, phase
2020, homenagem, nf, homage/tribute
2021, corrupção, nf, corruption
2022, mecanismo, nm, mechanism
2023, ouvido, na, ear, heard
2024, explosão, nf, explosion
2025, disparar, v, to shoot
2026, oferta, nf, offer
2027, confusão, nf, confusion
2028, tio, nm, uncle
2029, consistir, v, to consist
2030, estadual, aj, state
2031, judiciário, na, judiciary
2032, cheiro, nm, smell
2033, cruzeiro, nm, cruise
2034, litoral, nm, coast
2035, residir, v, to reside, live in
2036, triste, aj, sad
2037, concentração, nf, concentration
2038, circuito, nm, circuit
2039, correcção, nf, correction
2040, amiga, nf, friend (female)
2041, federação, nf, federation
2042, convicção, nf, conviction, belief
2043, radical, na, radical, fundamental
2044, sujeitar, v, to subject/submit
2045, horário, nm, schedule
2046, servidor, nm, server
2047, agência, nf, agency
2048, especializado, aj, specialized
2049, galeria, nf, gallery
2050, mecânico, na, mechanic/mechanical
2051, efectivo, na, effective
2052, revolta, nf, revolt/uprising
2053, mal, nm, evil/illness
2054, episódio, nm, episode
2055, felicidade, nf, happiness
2056, desemprego, nm, unemployment
2057, eterno, aj, eternal
2058, derrota, nf, defeat
2059, dom, nm, gift/talent
2060, pasta, nf, folder, portfolio
2061, íntimo, na, intimate
2062, providência, nf, provision
2063, armar, v, to arm/prepare
2064, ferir, v, to wound
2065, prato, nm, dish, plate
2066, frequente, aj, frequent
2067, absurdo, na, absurdity
2068, beira, nf, edge, bank
2069, rumo, nm, direction/course
2070, curva, nf, curve
2071, estabelecimento, nm, establishment
2072, comprometer, v, to compromise/commit
2073, tragédia, nf, tragedy
2074, actuação, nf, performance/action
2075, contínuo, aj, continuous
2076, febre, nf, fever
2077, crónica, nf, chronicle, column
2078, revolucionário, na, revolutionary
2079, esquema, nm, scheme/plan
2080, passageiro, nm, passenger/transient
2081, pronunciar, v, to pronounce
2082, indispensável, aj, indispensable, essential
2083, porte, nm, size
2084, seio, nm, bosom
2085, pedido, na, request/order
2086, orquestra, nf, orchestra
2087, profundamente, av, deeply
2088, expansão, nf, expansion
2089, submeter, v, to submit, subject
2090, atraso, nm, delay
2091, componente, nm, component
2092, numeroso, aj, numerous
2093, concorrência, nf, competition
2094, harmonia, nf, harmony
2095, álbum, nm, album
2096, evento, nm, event
2097, saco, nm, bag/sack
2098, madrugada, nf, early morning
2099, recuperação, nf, recovery
2100, maravilhoso, aj, wonderful
2101, electrónico, aj, electronic
2102, célula, nf, cell
2103, colorido, aj, colorful
2104, destaque, nm, highlight
2105, célebre, na, famous
2106, criador, nm, creator
2107, primo, nm, cousin
2108, miúdo, na, kid
2109, bar, nm, bar/pub
2110, grego, na, Greek
2111, embaixador, nm, ambassador
2112, tese, nf, thesis
2113, situar, v, to situate, locate
2114, julgamento, nm, judgment
2115, culto, na, cult/worship
2116, particularmente, av, particularly
2117, notável, aj, notable
2118, ignorar, v, to ignore
2119, obstáculo, nm, obstacle
2120, alimentação, nf, nutrition
2121, escravo, nm, slave
2122, vinda, nf, coming
2123, escândalo, nm, scandal
2124, dobrar, v, to fold, double
2125, recentemente, av, recently
2126, dançar, v, to dance
2127, empréstimo, nm, loan
2128, desistir, v, to give up
2129, fundação, nf, foundation
2130, norte-americano, na, North American
2131, estabilidade, nf, stability
2132, execução, nf, execution
2133, sensível, aj, sensitive
2134, lixo, nm, trash
2135, matemática, nf, mathematics
2136, rock, nm, rock (music)
2137, chinês, na, Chinese
2138, meta, nf, goal, target
2139, parente, nc, relative
2140, publicidade, nf, advertising
2141, desempenhar, v, to perform, fulfill
2142, avanço, nm, advance, progress
2143, secundário, aj, secondary
2144, aplicação, nf, application/use
2145, vergonha, nf, shame
2146, examinar, v, to examine
2147, ligeiro, aj, slight, light, quick
2148, abordar, v, to approach/address
2149, recuar, v, to retreat, back off
2150, atento, aj, attentive, alert
2151, trânsito, nm, traffic
2152, preparação, nf, preparation
2153, missa, nf, Mass (religious service)
2154, condenado, na, condemned, convict
2155, inúmero, aj, countless
2156, nu, aj, naked
2157, reservar, v, to reserve, book
2158, verso, nm, verse/back
2159, parlamento, nm, parliament
2160, testemunha, nf, witness
2161, encarregar, v, to charge
2162, balanço, nm, balance
2163, virgem, na, virgin
2164, pista, nf, track, runway, clue
2165, registro, nm, record
2166, domingo, nm, Sunday
2167, despertar, v, to wake up/awaken
2168, bicho, nm, bug, creature
2169, trecho, nm, passage/excerpt
2170, ser, nm, being
2171, ciclo, nm, cycle
2172, carvão, nm, coal
2173, sequência, nf, sequence
2174, músico, na, musician
2175, mudo, aj, mute
2176, bolso, nm, pocket
2177, sagrado, aj, sacred
2178, procedimento, nm, procedure
2179, envolvido, aj, involved
2180, queixa, nf, complaint
2181, expresso, aj, express
2182, redução, nf, reduction
2183, sacrifício, nm, sacrifice
2184, campeão, nm, champion
2185, solidariedade, nf, solidarity
2186, bico, nm, beak, nozzle
2187, funcionamento, nm, functioning/operation
2188, postura, nf, posture, stance
2189, facilmente, av, easily
2190, seminário, nm, seminar
